user,item,rating
022f3fba1f8c44149143920bd989a87f,business,5
022f3fba1f8c44149143920bd989a87f,leadership,5
022f3fba1f8c44149143920bd989a87f,management,5
022f3fba1f8c44149143920bd989a87f,college-advice,5
022f463576294ee19b022e573e84d61d,tech,5
022f463576294ee19b022e573e84d61d,technology,5
022f463576294ee19b022e573e84d61d,accounting,5
022f463576294ee19b022e573e84d61d,finance,5
022f463576294ee19b022e573e84d61d,telecommunications,5
023fff1aca8d4764924b5899225b4fef,technology,1
023fff1aca8d4764924b5899225b4fef,telecommunications,5
023fff1aca8d4764924b5899225b4fef,college,1
023fff1aca8d4764924b5899225b4fef,science,1
0270dd382cdd4ac281f00e865ad92204,computer,1
0270dd382cdd4ac281f00e865ad92204,technology,5
0270dd382cdd4ac281f00e865ad92204,career-choice,1
0270dd382cdd4ac281f00e865ad92204,telecommunications,5
0270dd382cdd4ac281f00e865ad92204,career-counseling,1
0270dd382cdd4ac281f00e865ad92204,tech,5
0270dd382cdd4ac281f00e865ad92204,computer-science,1
0270dd382cdd4ac281f00e865ad92204,information-technology,5
0270dd382cdd4ac281f00e865ad92204,career,1
0270dd382cdd4ac281f00e865ad92204,engineering,1
0270dd382cdd4ac281f00e865ad92204,college,1
0276f45c362c4a74935079d5c79d92ea,leadership,5
0276f45c362c4a74935079d5c79d92ea,career,5
0276f45c362c4a74935079d5c79d92ea,career-choice,5
0276f45c362c4a74935079d5c79d92ea,technology,5
0276f45c362c4a74935079d5c79d92ea,tech,5
027c925226544f2d903720b291068198,hospital-and-health-care,10
027c925226544f2d903720b291068198,doctor,2
027c925226544f2d903720b291068198,college,1
027c925226544f2d903720b291068198,medical,2
027c925226544f2d903720b291068198,medicine,5
027c925226544f2d903720b291068198,higher-education,1
027c925226544f2d903720b291068198,psychology,1
027c925226544f2d903720b291068198,nursing,5
027c925226544f2d903720b291068198,healthcare,5
0285b346e2014e4391750fffa358d968,career,1
0285b346e2014e4391750fffa358d968,programming,1
0285b346e2014e4391750fffa358d968,computer-software,1
0285b346e2014e4391750fffa358d968,computer-science,1
0285b346e2014e4391750fffa358d968,engineering,2
0285b346e2014e4391750fffa358d968,computer,1
0285b346e2014e4391750fffa358d968,technology,1
0285b346e2014e4391750fffa358d968,engineer,1
028a5758885346b5a44c1b05909801d7,technology,5
028a5758885346b5a44c1b05909801d7,programming,1
028a5758885346b5a44c1b05909801d7,design,5
028a5758885346b5a44c1b05909801d7,art,1
028a5758885346b5a44c1b05909801d7,college,1
02a07ffcca1c4217af53f2a8e0778218,career,4
02a07ffcca1c4217af53f2a8e0778218,teaching,2
02a07ffcca1c4217af53f2a8e0778218,college,4
02a07ffcca1c4217af53f2a8e0778218,teacher,2
02a07ffcca1c4217af53f2a8e0778218,business,2
02a07ffcca1c4217af53f2a8e0778218,education,1
02a07ffcca1c4217af53f2a8e0778218,engineer,2
02a07ffcca1c4217af53f2a8e0778218,doctor,3
02a07ffcca1c4217af53f2a8e0778218,design,1
02a07ffcca1c4217af53f2a8e0778218,marketing,1
02a07ffcca1c4217af53f2a8e0778218,finance,1
02a21c26ce44473eb1c98e21918b22c5,engineering,1
02a21c26ce44473eb1c98e21918b22c5,art,1
02a21c26ce44473eb1c98e21918b22c5,career,1
02a21c26ce44473eb1c98e21918b22c5,design,1
02a21c26ce44473eb1c98e21918b22c5,science,1
02a21c26ce44473eb1c98e21918b22c5,music,1
02cd8018a077499b8576957774c06844,college,1
02cd8018a077499b8576957774c06844,career-counseling,1
02cd8018a077499b8576957774c06844,career,1
02cd8018a077499b8576957774c06844,teacher,1
02cd8018a077499b8576957774c06844,science,1
02d74200af144e69b02e687430fa0102,business,7
02d74200af144e69b02e687430fa0102,marketing,5
02d74200af144e69b02e687430fa0102,marketing-and-advertising,5
02d74200af144e69b02e687430fa0102,management,5
02d74200af144e69b02e687430fa0102,college,1
02d74200af144e69b02e687430fa0102,career-counseling,1
02e274ab15494393ac515b777fc09fa8,technology,1
02e274ab15494393ac515b777fc09fa8,business,1
02e274ab15494393ac515b777fc09fa8,marketing-and-advertising,5
02e274ab15494393ac515b777fc09fa8,leadership,5
02efe0c099fe4d92ac3b9da74362064e,science,1
02efe0c099fe4d92ac3b9da74362064e,business,1
02efe0c099fe4d92ac3b9da74362064e,college-major,1
02efe0c099fe4d92ac3b9da74362064e,medicine,1
02efe0c099fe4d92ac3b9da74362064e,telecommunications,5
02fa095b47fc49e3b7cef7f5565015ea,medicine,1
02fa095b47fc49e3b7cef7f5565015ea,law,5
02fa095b47fc49e3b7cef7f5565015ea,college,3
02fa095b47fc49e3b7cef7f5565015ea,college-major,1
02fd718863804d348f3afa7a569070c4,college,1
02fd718863804d348f3afa7a569070c4,telecommunications,5
02fd718863804d348f3afa7a569070c4,healthcare,1
02fd718863804d348f3afa7a569070c4,hospital-and-health-care,1
02fd718863804d348f3afa7a569070c4,nursing,1
030fcbbba31647938b176a90c04e38df,career-counseling,1
030fcbbba31647938b176a90c04e38df,management,6
030fcbbba31647938b176a90c04e38df,law,1
030fcbbba31647938b176a90c04e38df,college,5
030fcbbba31647938b176a90c04e38df,education,1
030fcbbba31647938b176a90c04e38df,engineering,1
030fcbbba31647938b176a90c04e38df,computer-science,1
030fcbbba31647938b176a90c04e38df,business,1
030fcbbba31647938b176a90c04e38df,computer,1
030fcbbba31647938b176a90c04e38df,accounting,1
030fcbbba31647938b176a90c04e38df,tech,1
030fcbbba31647938b176a90c04e38df,career,2
030fcbbba31647938b176a90c04e38df,leadership,1
030fcbbba31647938b176a90c04e38df,nursing,1
030fcbbba31647938b176a90c04e38df,finance,1
030fcbbba31647938b176a90c04e38df,marketing,1
030fcbbba31647938b176a90c04e38df,teaching,1
030fcbbba31647938b176a90c04e38df,psychology,1
030fcbbba31647938b176a90c04e38df,teacher,1
030fcbbba31647938b176a90c04e38df,information-technology,1
030fcbbba31647938b176a90c04e38df,engineer,4
031c50365c1145c3a435627a74732fe1,engineer,1
031c50365c1145c3a435627a74732fe1,finance,5
031c50365c1145c3a435627a74732fe1,computer,5
031c50365c1145c3a435627a74732fe1,marketing,5
031c50365c1145c3a435627a74732fe1,research,5
031c50365c1145c3a435627a74732fe1,business,6
031c50365c1145c3a435627a74732fe1,programming,5
031c50365c1145c3a435627a74732fe1,management,5
031c50365c1145c3a435627a74732fe1,project-management,5
031c50365c1145c3a435627a74732fe1,engineering,3
031c50365c1145c3a435627a74732fe1,leadership,5
031c50365c1145c3a435627a74732fe1,career,2
032c03df88e146eba21fb49c5b12af39,healthcare,1
032c03df88e146eba21fb49c5b12af39,hospital-and-health-care,6
032c03df88e146eba21fb49c5b12af39,doctor,6
032c03df88e146eba21fb49c5b12af39,medical,5
032c03df88e146eba21fb49c5b12af39,college-major,1
032c03df88e146eba21fb49c5b12af39,medicine,2
0334dfd55c574601ba8e56b4c6e2e4f0,college,5
0334dfd55c574601ba8e56b4c6e2e4f0,education,10
0334dfd55c574601ba8e56b4c6e2e4f0,engineering,1
0334dfd55c574601ba8e56b4c6e2e4f0,medicine,10
0334dfd55c574601ba8e56b4c6e2e4f0,college-major,5
0334dfd55c574601ba8e56b4c6e2e4f0,hospital-and-health-care,1
0334dfd55c574601ba8e56b4c6e2e4f0,biology,1
0334dfd55c574601ba8e56b4c6e2e4f0,career,1
0334dfd55c574601ba8e56b4c6e2e4f0,higher-education,1
0334dfd55c574601ba8e56b4c6e2e4f0,education-management,1
0334dfd55c574601ba8e56b4c6e2e4f0,sports,1
0334dfd55c574601ba8e56b4c6e2e4f0,science,1
0334dfd55c574601ba8e56b4c6e2e4f0,medical,1
0334dfd55c574601ba8e56b4c6e2e4f0,doctor,2
0334dfd55c574601ba8e56b4c6e2e4f0,teaching,2
0334dfd55c574601ba8e56b4c6e2e4f0,teacher,4
0334dfd55c574601ba8e56b4c6e2e4f0,psychology,2
0340e324bb3d49b5bdcc83f18ba6eb81,marketing-and-advertising,5
0340e324bb3d49b5bdcc83f18ba6eb81,marketing,5
0340e324bb3d49b5bdcc83f18ba6eb81,leadership,5
0340e324bb3d49b5bdcc83f18ba6eb81,management,5
0343d1add813474f926f054a2ff40e69,education-management,5
0343d1add813474f926f054a2ff40e69,college,5
0343d1add813474f926f054a2ff40e69,college-advice,5
0343d1add813474f926f054a2ff40e69,college-major,5
0355aaad83704ad98e6d71b79db85849,college,5
0355aaad83704ad98e6d71b79db85849,college-major,10
0355aaad83704ad98e6d71b79db85849,career,5
0355aaad83704ad98e6d71b79db85849,higher-education,6
0355aaad83704ad98e6d71b79db85849,leadership,5
0355aaad83704ad98e6d71b79db85849,education,10
0355aaad83704ad98e6d71b79db85849,medicine,5
0355aaad83704ad98e6d71b79db85849,internships,1
0355aaad83704ad98e6d71b79db85849,engineering,3
0355aaad83704ad98e6d71b79db85849,management,1
0355aaad83704ad98e6d71b79db85849,law,1
0355aaad83704ad98e6d71b79db85849,medical,5
0355aaad83704ad98e6d71b79db85849,doctor,3
0355aaad83704ad98e6d71b79db85849,sports,2
0355aaad83704ad98e6d71b79db85849,finance,1
0355aaad83704ad98e6d71b79db85849,psychology,2
0355aaad83704ad98e6d71b79db85849,nursing,3
0355aaad83704ad98e6d71b79db85849,healthcare,1
0355aaad83704ad98e6d71b79db85849,science,1
035cb831015947bc889fce49d84cad70,college-advice,5
035cb831015947bc889fce49d84cad70,college,5
035cb831015947bc889fce49d84cad70,computer-science,5
035cb831015947bc889fce49d84cad70,college-major,5
036358eed7044c66a6058d1006fedbad,research,1
036358eed7044c66a6058d1006fedbad,college,4
036358eed7044c66a6058d1006fedbad,computer,3
036358eed7044c66a6058d1006fedbad,business,4
036358eed7044c66a6058d1006fedbad,teaching,4
036358eed7044c66a6058d1006fedbad,accounting,2
036358eed7044c66a6058d1006fedbad,computer-science,1
036358eed7044c66a6058d1006fedbad,career,1
036358eed7044c66a6058d1006fedbad,law,1
036358eed7044c66a6058d1006fedbad,engineering,2
036358eed7044c66a6058d1006fedbad,healthcare,1
036358eed7044c66a6058d1006fedbad,internships,1
036358eed7044c66a6058d1006fedbad,biology,1
036358eed7044c66a6058d1006fedbad,nursing,1
036358eed7044c66a6058d1006fedbad,finance,2
036358eed7044c66a6058d1006fedbad,doctor,3
036358eed7044c66a6058d1006fedbad,engineer,3
036358eed7044c66a6058d1006fedbad,higher-education,1
036358eed7044c66a6058d1006fedbad,science,2
036358eed7044c66a6058d1006fedbad,medical,1
0369c42fea9f4f5a819af19d696fbfd6,education,9
0369c42fea9f4f5a819af19d696fbfd6,college-advice,1
0369c42fea9f4f5a819af19d696fbfd6,career-counseling,6
0369c42fea9f4f5a819af19d696fbfd6,teaching,1
0369c42fea9f4f5a819af19d696fbfd6,college,2
0369c42fea9f4f5a819af19d696fbfd6,teacher,1
0377c747c19f4ab08f01fa157c27f672,education,6
0377c747c19f4ab08f01fa157c27f672,teacher,1
0377c747c19f4ab08f01fa157c27f672,internships,1
0377c747c19f4ab08f01fa157c27f672,teaching,1
037efa1ba22241de8e3c04fe991c9b1c,career,1
037efa1ba22241de8e3c04fe991c9b1c,hospital-and-health-care,1
037efa1ba22241de8e3c04fe991c9b1c,college,1
037efa1ba22241de8e3c04fe991c9b1c,healthcare,5
037efa1ba22241de8e3c04fe991c9b1c,medicine,5
037efa1ba22241de8e3c04fe991c9b1c,medical,2
037efa1ba22241de8e3c04fe991c9b1c,nursing,10
037efa1ba22241de8e3c04fe991c9b1c,science,1
0380efa371b64a2491c9ab11ba21f5b9,project-management,5
0380efa371b64a2491c9ab11ba21f5b9,technology,5
0380efa371b64a2491c9ab11ba21f5b9,telecommunications,5
0380efa371b64a2491c9ab11ba21f5b9,tech,5
03913cfd151f46a196786f5a21c87085,hospital-and-health-care,1
03913cfd151f46a196786f5a21c87085,higher-education,5
03913cfd151f46a196786f5a21c87085,medical,1
03913cfd151f46a196786f5a21c87085,medicine,1
03913cfd151f46a196786f5a21c87085,leadership,5
039a219065654c0f9522b38d83a953e5,college,5
039a219065654c0f9522b38d83a953e5,business,5
039a219065654c0f9522b38d83a953e5,accounting,5
039a219065654c0f9522b38d83a953e5,management,5
03ab400ac35b436fb3363677601468d3,medicine,1
03ab400ac35b436fb3363677601468d3,financial-services,5
03ab400ac35b436fb3363677601468d3,law,1
03ab400ac35b436fb3363677601468d3,medical,1
03b845f0dfb74856a81c7a5527a38551,medicine,5
03b845f0dfb74856a81c7a5527a38551,management,5
03b845f0dfb74856a81c7a5527a38551,healthcare,5
03b845f0dfb74856a81c7a5527a38551,doctor,5
03c0f951beae482686b5053b26830f87,higher-education,5
03c0f951beae482686b5053b26830f87,music,5
03c0f951beae482686b5053b26830f87,design,2
03c0f951beae482686b5053b26830f87,art,5
03c0f951beae482686b5053b26830f87,marketing,1
03c6b003de0b4a02bd363c8f52421e33,information-technology-and-services,5
03c6b003de0b4a02bd363c8f52421e33,teaching,1
03c6b003de0b4a02bd363c8f52421e33,college,2
03c6b003de0b4a02bd363c8f52421e33,finance,2
03c6b003de0b4a02bd363c8f52421e33,engineering,2
03c6b003de0b4a02bd363c8f52421e33,college-major,1
03c6b003de0b4a02bd363c8f52421e33,technology,1
03c6b003de0b4a02bd363c8f52421e33,tech,3
03c6b003de0b4a02bd363c8f52421e33,marketing,1
03c6b003de0b4a02bd363c8f52421e33,financial-services,1
03c6b003de0b4a02bd363c8f52421e33,engineer,2
03cf1fd186ce43229b93f29557216762,sales,1
03cf1fd186ce43229b93f29557216762,business,2
03cf1fd186ce43229b93f29557216762,tech,1
03cf1fd186ce43229b93f29557216762,marketing-and-advertising,10
03cf1fd186ce43229b93f29557216762,career,2
03cf1fd186ce43229b93f29557216762,marketing,4
03cf1fd186ce43229b93f29557216762,college,2
03cf1fd186ce43229b93f29557216762,career-counseling,4
03cf1fd186ce43229b93f29557216762,internships,1
03cf1fd186ce43229b93f29557216762,computer-science,1
03dc41ec57814bc7ac1a3b26baadedfb,teaching,1
03dc41ec57814bc7ac1a3b26baadedfb,accounting,1
03dc41ec57814bc7ac1a3b26baadedfb,sports,1
03dc41ec57814bc7ac1a3b26baadedfb,business,1
04000a757aab4a3b933b30972f5b06da,college,1
04000a757aab4a3b933b30972f5b06da,career-counseling,1
04000a757aab4a3b933b30972f5b06da,career,1
04000a757aab4a3b933b30972f5b06da,career-choice,1
04000a757aab4a3b933b30972f5b06da,college-major,1
0409eb22be5b47f2a1f791df259cbec9,management,5
0409eb22be5b47f2a1f791df259cbec9,project-management,5
0409eb22be5b47f2a1f791df259cbec9,telecommunications,5
0409eb22be5b47f2a1f791df259cbec9,leadership,5
0419379c68ca4006b16f3b62638e2d34,engineering,6
0419379c68ca4006b16f3b62638e2d34,teaching,5
0419379c68ca4006b16f3b62638e2d34,telecommunications,5
0419379c68ca4006b16f3b62638e2d34,college-major,5
0419379c68ca4006b16f3b62638e2d34,technology,5
04232f5addad44b686d6676119ad04e8,science,1
04232f5addad44b686d6676119ad04e8,technology,2
04232f5addad44b686d6676119ad04e8,teacher,1
04232f5addad44b686d6676119ad04e8,medicine,1
04232f5addad44b686d6676119ad04e8,information-technology,1
04232f5addad44b686d6676119ad04e8,business,2
04232f5addad44b686d6676119ad04e8,law,1
04232f5addad44b686d6676119ad04e8,teaching,2
04232f5addad44b686d6676119ad04e8,tech,1
0441328056e44eedb84c00afe5b590bb,college-major,1
0441328056e44eedb84c00afe5b590bb,accounting,6
0441328056e44eedb84c00afe5b590bb,college,1
0441328056e44eedb84c00afe5b590bb,business,1
044925e8287840bd80c3207a5521d63d,computer,5
044925e8287840bd80c3207a5521d63d,marketing,5
044925e8287840bd80c3207a5521d63d,computer-science,5
044925e8287840bd80c3207a5521d63d,telecommunications,5
0454feaf4ebb43d9bad7b33b0b3bf921,college-major,5
0454feaf4ebb43d9bad7b33b0b3bf921,design,5
0454feaf4ebb43d9bad7b33b0b3bf921,technology,5
0454feaf4ebb43d9bad7b33b0b3bf921,art,5
045c8d89c266413a90532c433ff2cc48,research,1
045c8d89c266413a90532c433ff2cc48,hospital-and-health-care,5
045c8d89c266413a90532c433ff2cc48,healthcare,1
045c8d89c266413a90532c433ff2cc48,medicine,3
045c8d89c266413a90532c433ff2cc48,career,1
0467dafdebb9418a8e507c520fffa556,financial-services,5
0467dafdebb9418a8e507c520fffa556,college-advice,5
0467dafdebb9418a8e507c520fffa556,college-major,5
0467dafdebb9418a8e507c520fffa556,career-counseling,5
0467dafdebb9418a8e507c520fffa556,finance,1
0485b711e26d4abba0032f0755e41184,hospital-and-health-care,2
0485b711e26d4abba0032f0755e41184,career,1
0485b711e26d4abba0032f0755e41184,doctor,3
0485b711e26d4abba0032f0755e41184,medicine,4
04b72521eb474b8bb79f7bd95e8b637a,law,1
04b72521eb474b8bb79f7bd95e8b637a,career,1
04b72521eb474b8bb79f7bd95e8b637a,doctor,1
04b72521eb474b8bb79f7bd95e8b637a,college,1
04bc4b0e0bb54098b62fe3ac64bdfd74,marketing-and-advertising,5
04bc4b0e0bb54098b62fe3ac64bdfd74,internships,1
04bc4b0e0bb54098b62fe3ac64bdfd74,marketing,3
04bc4b0e0bb54098b62fe3ac64bdfd74,finance,1
04bc4b0e0bb54098b62fe3ac64bdfd74,financial-services,1
04d2ede8f71d4a48b361db39f3a26e7e,college,6
04d2ede8f71d4a48b361db39f3a26e7e,human-resources,5
04d2ede8f71d4a48b361db39f3a26e7e,college-major,5
04d2ede8f71d4a48b361db39f3a26e7e,financial-services,5
04dc755dd1074ab09843c088cf5c18c5,telecommunications,6
04dc755dd1074ab09843c088cf5c18c5,technology,10
04dc755dd1074ab09843c088cf5c18c5,tech,5
04dc755dd1074ab09843c088cf5c18c5,college,1
04dc755dd1074ab09843c088cf5c18c5,computer-software,1
04dc755dd1074ab09843c088cf5c18c5,science,1
04dc755dd1074ab09843c088cf5c18c5,computer,1
04dc755dd1074ab09843c088cf5c18c5,computer-science,2
04dd575ba4ab44d0a6c37141ab922123,career,8
04dd575ba4ab44d0a6c37141ab922123,healthcare,1
04dd575ba4ab44d0a6c37141ab922123,hospital-and-health-care,6
04dd575ba4ab44d0a6c37141ab922123,college-advice,1
04dd575ba4ab44d0a6c37141ab922123,human-resources,5
04dd575ba4ab44d0a6c37141ab922123,college,2
04dd575ba4ab44d0a6c37141ab922123,engineering,1
04df52cae7db418faf5f9b285799ea5d,information-technology,5
04df52cae7db418faf5f9b285799ea5d,college-major,1
04df52cae7db418faf5f9b285799ea5d,programming,1
04df52cae7db418faf5f9b285799ea5d,engineering,1
04df52cae7db418faf5f9b285799ea5d,teaching,1
04df52cae7db418faf5f9b285799ea5d,art,1
04df52cae7db418faf5f9b285799ea5d,education,1
04df52cae7db418faf5f9b285799ea5d,finance,1
04df52cae7db418faf5f9b285799ea5d,biology,1
04df52cae7db418faf5f9b285799ea5d,psychology,1
04df52cae7db418faf5f9b285799ea5d,design,1
04ef7b7f004a4c11b606d24c92643c07,college,1
04ef7b7f004a4c11b606d24c92643c07,art,1
04ef7b7f004a4c11b606d24c92643c07,science,1
04ef7b7f004a4c11b606d24c92643c07,design,1
04ef7b7f004a4c11b606d24c92643c07,nursing,1
04fc36a39ced4af48076ad918faa45be,computer-science,1
04fc36a39ced4af48076ad918faa45be,technology,5
04fc36a39ced4af48076ad918faa45be,engineering,1
04fc36a39ced4af48076ad918faa45be,telecommunications,5
04fc36a39ced4af48076ad918faa45be,tech,5
05168487c8fb42c6be1c0efd818b8271,hospital-and-health-care,7
05168487c8fb42c6be1c0efd818b8271,scholarships,1
05168487c8fb42c6be1c0efd818b8271,college,1
05168487c8fb42c6be1c0efd818b8271,college-major,1
05168487c8fb42c6be1c0efd818b8271,medicine,1
05168487c8fb42c6be1c0efd818b8271,biology,1
05168487c8fb42c6be1c0efd818b8271,nursing,1
05168487c8fb42c6be1c0efd818b8271,healthcare,2
052ad0c62d1e413b965c3854800abbd8,higher-education,1
052ad0c62d1e413b965c3854800abbd8,education-management,5
052ad0c62d1e413b965c3854800abbd8,education,1
052ad0c62d1e413b965c3854800abbd8,college,1
052ad0c62d1e413b965c3854800abbd8,music,1
052ad0c62d1e413b965c3854800abbd8,psychology,5
052ad0c62d1e413b965c3854800abbd8,teacher,1
0570507ba27346a99751a28275b3f819,tech,5
0570507ba27346a99751a28275b3f819,finance,6
0570507ba27346a99751a28275b3f819,college,6
0570507ba27346a99751a28275b3f819,career,6
0570507ba27346a99751a28275b3f819,business,1
059210ca80d44bc9a63b854fd2111d09,engineer,1
059210ca80d44bc9a63b854fd2111d09,education-management,5
059210ca80d44bc9a63b854fd2111d09,career-counseling,1
059210ca80d44bc9a63b854fd2111d09,technology,1
059210ca80d44bc9a63b854fd2111d09,education,2
059210ca80d44bc9a63b854fd2111d09,engineering,1
059210ca80d44bc9a63b854fd2111d09,teacher,1
059210ca80d44bc9a63b854fd2111d09,college,4
059210ca80d44bc9a63b854fd2111d09,higher-education,1
059210ca80d44bc9a63b854fd2111d09,career,1
059210ca80d44bc9a63b854fd2111d09,psychology,3
059210ca80d44bc9a63b854fd2111d09,sports,1
059210ca80d44bc9a63b854fd2111d09,college-major,1
059210ca80d44bc9a63b854fd2111d09,law,2
05ab77d4c6a141b999044ebbf5415b0d,sales,1
05ab77d4c6a141b999044ebbf5415b0d,college-major,10
05ab77d4c6a141b999044ebbf5415b0d,music,5
05ab77d4c6a141b999044ebbf5415b0d,education,10
05ab77d4c6a141b999044ebbf5415b0d,financial-services,4
05ab77d4c6a141b999044ebbf5415b0d,education-management,6
05ab77d4c6a141b999044ebbf5415b0d,scholarships,4
05ab77d4c6a141b999044ebbf5415b0d,accounting,2
05ab77d4c6a141b999044ebbf5415b0d,biology,5
05ab77d4c6a141b999044ebbf5415b0d,business,5
05ab77d4c6a141b999044ebbf5415b0d,career-counseling,5
05ab77d4c6a141b999044ebbf5415b0d,programming,1
05ab77d4c6a141b999044ebbf5415b0d,career,5
05ab77d4c6a141b999044ebbf5415b0d,law,4
05ab77d4c6a141b999044ebbf5415b0d,technology,5
05ab77d4c6a141b999044ebbf5415b0d,college-advice,5
05ab77d4c6a141b999044ebbf5415b0d,teacher,10
05ab77d4c6a141b999044ebbf5415b0d,healthcare,5
05ab77d4c6a141b999044ebbf5415b0d,college,5
05ab77d4c6a141b999044ebbf5415b0d,human-resources,2
05ab77d4c6a141b999044ebbf5415b0d,computer-software,1
05ab77d4c6a141b999044ebbf5415b0d,research,2
05ab77d4c6a141b999044ebbf5415b0d,medicine,5
05ab77d4c6a141b999044ebbf5415b0d,nursing,5
05ab77d4c6a141b999044ebbf5415b0d,engineering,5
05ab77d4c6a141b999044ebbf5415b0d,leadership,1
05ab77d4c6a141b999044ebbf5415b0d,internships,4
05ab77d4c6a141b999044ebbf5415b0d,design,2
05ab77d4c6a141b999044ebbf5415b0d,project-management,2
05ab77d4c6a141b999044ebbf5415b0d,teaching,5
05ab77d4c6a141b999044ebbf5415b0d,computer-science,5
05ab77d4c6a141b999044ebbf5415b0d,computer,5
05ab77d4c6a141b999044ebbf5415b0d,psychology,5
05ab77d4c6a141b999044ebbf5415b0d,hospital-and-health-care,4
05ab77d4c6a141b999044ebbf5415b0d,medical,5
05ab77d4c6a141b999044ebbf5415b0d,science,5
05ab77d4c6a141b999044ebbf5415b0d,management,5
05ab77d4c6a141b999044ebbf5415b0d,career-choice,5
05ab77d4c6a141b999044ebbf5415b0d,doctor,5
05ab77d4c6a141b999044ebbf5415b0d,finance,5
05ab77d4c6a141b999044ebbf5415b0d,art,5
05ab77d4c6a141b999044ebbf5415b0d,information-technology,2
05ab77d4c6a141b999044ebbf5415b0d,marketing,5
05ab77d4c6a141b999044ebbf5415b0d,engineer,2
05ab77d4c6a141b999044ebbf5415b0d,higher-education,5
05ab77d4c6a141b999044ebbf5415b0d,sports,4
05ab9c6c88634d4a920eaad82522d79d,information-technology,5
05ab9c6c88634d4a920eaad82522d79d,education,1
05ab9c6c88634d4a920eaad82522d79d,technology,5
05ab9c6c88634d4a920eaad82522d79d,teacher,1
05ab9c6c88634d4a920eaad82522d79d,tech,5
05ab9c6c88634d4a920eaad82522d79d,leadership,5
05ab9c6c88634d4a920eaad82522d79d,college,6
05ab9c6c88634d4a920eaad82522d79d,programming,5
05ab9c6c88634d4a920eaad82522d79d,business,5
05acaf2f556f4d57a4d21c35827baf6c,technology,5
05acaf2f556f4d57a4d21c35827baf6c,research,5
05acaf2f556f4d57a4d21c35827baf6c,engineering,5
05acaf2f556f4d57a4d21c35827baf6c,engineer,5
05acaf2f556f4d57a4d21c35827baf6c,science,5
05b927c254c3415da549bc7780c9e43a,design,10
05b927c254c3415da549bc7780c9e43a,business,2
05b927c254c3415da549bc7780c9e43a,art,2
05b927c254c3415da549bc7780c9e43a,college,3
05b927c254c3415da549bc7780c9e43a,technology,2
05dc5bda917b4ffcb8a5a76aba6dc4c7,engineering,5
05dc5bda917b4ffcb8a5a76aba6dc4c7,engineer,1
05dc5bda917b4ffcb8a5a76aba6dc4c7,college,1
05dc5bda917b4ffcb8a5a76aba6dc4c7,college-major,1
05dc5bda917b4ffcb8a5a76aba6dc4c7,computer-software,1
05dc5bda917b4ffcb8a5a76aba6dc4c7,science,2
05dc5bda917b4ffcb8a5a76aba6dc4c7,doctor,1
05efc4cf47b647d593538c7aee65638a,healthcare,1
05efc4cf47b647d593538c7aee65638a,computer-software,5
05efc4cf47b647d593538c7aee65638a,doctor,1
05efc4cf47b647d593538c7aee65638a,project-management,5
05efc4cf47b647d593538c7aee65638a,medicine,1
05f1656fe2a04a95b9e53235c7e94e0b,computer-science,1
05f1656fe2a04a95b9e53235c7e94e0b,engineering,1
05f1656fe2a04a95b9e53235c7e94e0b,teaching,1
05f1656fe2a04a95b9e53235c7e94e0b,college,1
05f1656fe2a04a95b9e53235c7e94e0b,computer,1
05f1656fe2a04a95b9e53235c7e94e0b,computer-software,1
05f1656fe2a04a95b9e53235c7e94e0b,engineer,1
05f1656fe2a04a95b9e53235c7e94e0b,technology,2
05f1656fe2a04a95b9e53235c7e94e0b,tech,3
05fcbf9802ce4f4d913dce0c372d15f6,education-management,5
05fcbf9802ce4f4d913dce0c372d15f6,technology,5
05fcbf9802ce4f4d913dce0c372d15f6,tech,5
05fcbf9802ce4f4d913dce0c372d15f6,education,5
060606aac928478bb56a0ef76e8ba4d7,computer,1
060606aac928478bb56a0ef76e8ba4d7,medicine,1
060606aac928478bb56a0ef76e8ba4d7,biology,1
060606aac928478bb56a0ef76e8ba4d7,engineering,2
060ce57f41c444e0acfda3ff0408fac6,psychology,1
060ce57f41c444e0acfda3ff0408fac6,sales,5
060ce57f41c444e0acfda3ff0408fac6,information-technology,1
060ce57f41c444e0acfda3ff0408fac6,technology,1
0610ffb770394c55bc56ee7c51a6273e,college,6
0610ffb770394c55bc56ee7c51a6273e,education,1
0610ffb770394c55bc56ee7c51a6273e,college-major,5
0610ffb770394c55bc56ee7c51a6273e,information-technology-and-services,5
0610ffb770394c55bc56ee7c51a6273e,internships,5
0617dff7f9b64abaa5077d1a1953dfb6,technology,5
0617dff7f9b64abaa5077d1a1953dfb6,sports,1
0617dff7f9b64abaa5077d1a1953dfb6,information-technology,5
0617dff7f9b64abaa5077d1a1953dfb6,computer,5
0617dff7f9b64abaa5077d1a1953dfb6,computer-software,5
0617dff7f9b64abaa5077d1a1953dfb6,engineering,6
0617dff7f9b64abaa5077d1a1953dfb6,management,5
0617dff7f9b64abaa5077d1a1953dfb6,leadership,5
0617dff7f9b64abaa5077d1a1953dfb6,marketing,5
0617dff7f9b64abaa5077d1a1953dfb6,design,5
0617dff7f9b64abaa5077d1a1953dfb6,business,5
0617dff7f9b64abaa5077d1a1953dfb6,programming,5
0643bd3a1f93474d99b2a5eb79e332aa,marketing,1
0643bd3a1f93474d99b2a5eb79e332aa,information-technology,5
0643bd3a1f93474d99b2a5eb79e332aa,sales,7
