id,pro_mentor,age,have_introduction,have_field,num_of_answers,avg_of_answer_score,avg_of_answer_body,num_of_groups,avg_of_group_members,num_of_emails,num_of_tags
171b395210294c09a0f0414926ebb8db,0,10368,1,1,1,0.0000,331.0000,0,0.0000,26,14
1723e1c51a18416ba3a4bd848b080302,0,10259,1,1,0,0.0000,0.0000,0,0.0000,8,1
172a1f0e25634c01997255006b21373a,0,11287,1,1,0,0.0000,0.0000,0,0.0000,1,1
172b27eb761844d6bd9fb2a2272ec936,0,23883,1,1,0,0.0000,0.0000,0,0.0000,130,1
172c1f21ac4144638eb19a2981c5ef31,0,24200,1,1,0,0.0000,0.0000,0,0.0000,3,1
172c20b1595f47779e78267ce8da1d86,0,14592,1,1,1,0.0000,476.0000,0,0.0000,35,8
172d6cac9efd4f41929430b163854b6b,0,23889,1,1,0,0.0000,0.0000,0,0.0000,458,23
172f8b0b39214f2d936164598d04cf5c,0,21771,1,1,0,0.0000,0.0000,0,0.0000,49,4
1731d1ea92604b7ebc5fbf15a221cabb,0,36990,1,1,28,0.3929,717.9643,0,0.0000,542,9
1731db2a491b4fbdbc3f650c8cbffed3,0,29858,1,1,0,0.0000,0.0000,0,0.0000,545,8
1731e6d288f74293b9186e866728c5e4,0,32110,1,1,2,0.0000,660.0000,0,0.0000,31,2
173375042dfe4b9db0cf982ed7f466a2,0,25519,1,1,0,0.0000,0.0000,0,0.0000,5,1
1737bb35eeb74f648a6438ab99639e9f,0,11211,1,1,0,0.0000,0.0000,0,0.0000,0,0
17383357924a40958c92c3483fcda3b0,0,25562,1,1,0,0.0000,0.0000,0,0.0000,0,1
1738b3c1b2df430a948e3bb3fb6c03ae,0,9363,0,0,1,0.0000,17.0000,0,0.0000,18,1
173b4e06f11e4748acbb14a1fcc5a166,0,10232,1,1,0,0.0000,0.0000,0,0.0000,22,1
173f957a41014e3da58144dbb573aa50,0,23309,1,1,0,0.0000,0.0000,0,0.0000,5,1
174036358c584a17b1aa4628f953f218,0,8122,0,1,0,0.0000,0.0000,0,0.0000,0,1
17447e559ad244768cc48d8a7da5eccf,0,35636,1,1,1,0.0000,2420.0000,0,0.0000,0,6
17495f3abe2f4f8b9273577bd086fa43,0,12264,1,1,0,0.0000,0.0000,0,0.0000,0,1
174f64ff98544aa4a033beed6c4bb392,0,21995,1,1,0,0.0000,0.0000,0,0.0000,62,1
174feb217d0d41bc9d0e2ca973202a12,0,15549,1,1,0,0.0000,0.0000,0,0.0000,93,2
17500df3d3e246019ab612bbe16e2a08,0,15079,0,1,0,0.0000,0.0000,0,0.0000,0,1
1753a7a9bf604486a9b69bcddd552cb3,0,31733,1,1,0,0.0000,0.0000,0,0.0000,81,2
17555bf1fe5b47fdb954cf925b520f04,0,14846,1,1,0,0.0000,0.0000,0,0.0000,0,1
175705165b674c07944f4f03694682c1,0,18584,1,1,0,0.0000,0.0000,0,0.0000,28,2
1758cd1df7dd4c2c96877cfabacaee27,0,16767,1,1,0,0.0000,0.0000,0,0.0000,0,1
175af07b4e964c3fbc474648eff252ca,0,34712,1,1,0,0.0000,0.0000,0,0.0000,77,3
175afd26fbf6456ca30a8e9a4b3046f4,0,17849,1,1,1,0.0000,43.0000,0,0.0000,5,1
175babe357d747a99e6f4a681e8da678,0,12096,1,1,0,0.0000,0.0000,0,0.0000,30,6
175ddb4090f74e75a84a0126b7a38272,0,12403,1,1,0,0.0000,0.0000,0,0.0000,28,4
17613500e1584f6480218ef42080e54b,0,31372,1,1,20,0.5500,476.2500,0,0.0000,9,6
1762602078f748e7b9c5824656cb4dc4,0,36195,1,1,4,0.0000,821.7500,0,0.0000,102,3
1762ee3e15ac414d98b909bb32b011e6,0,33645,1,1,0,0.0000,0.0000,0,0.0000,98,2
176613c560e0447aaa9d675551a7938d,0,23163,1,1,3,0.3333,932.6667,0,0.0000,32,1
1769f3ef2024433cbe17494fee8857ea,0,28907,1,1,0,0.0000,0.0000,0,0.0000,0,2
176a0d75012c42a18f613190924b9601,0,33720,1,1,0,0.0000,0.0000,0,0.0000,107,4
176d5aeeef1546cd962fb2375eeec7c5,0,19465,1,1,0,0.0000,0.0000,0,0.0000,5,4
176fbf34220747818a31a5750e0035f8,0,9367,1,0,0,0.0000,0.0000,0,0.0000,0,0
1770f78700e5417488d377c28aae11fb,0,36205,1,1,2,0.5000,1158.5000,0,0.0000,570,25
1774d162be174749bbf7745ce0de47b9,0,10329,1,1,0,0.0000,0.0000,0,0.0000,36,1
1775089d83224c43837220e88b747293,0,11088,0,1,0,0.0000,0.0000,0,0.0000,0,1
177c693997f44be5b5ed250c8cb91ee2,0,13669,1,1,0,0.0000,0.0000,0,0.0000,25,1
177cb6e7812b40289db547b55cb7f561,0,11360,0,1,1,0.0000,93.0000,0,0.0000,0,1
177d2eced492472a9b3a0a2b1c89cd21,0,11549,1,1,0,0.0000,0.0000,0,0.0000,66,4
177e623be85246e68f9f79fafcc7ee35,0,31935,1,1,0,0.0000,0.0000,0,0.0000,69,4
17802d94699140b0a0d2995f30c034c6,0,19420,1,1,4,0.2500,1344.0000,0,0.0000,285,13
178304c533cd43a38c7b7fdb614abc45,0,13061,1,0,0,0.0000,0.0000,0,0.0000,2,0
17841c68792a4257af2399a0ecbf06cb,0,29523,1,1,0,0.0000,0.0000,0,0.0000,23,1
178490759c904ad7ba2125caa0dc5b94,0,21033,1,1,1,1.0000,422.0000,0,0.0000,5,1
17873bed75564ea9bab82565487a429f,0,21540,0,0,0,0.0000,0.0000,0,0.0000,0,0
1787617336a549189aa0356f2e3d0af6,0,15923,1,1,0,0.0000,0.0000,0,0.0000,0,2
1787e79545bb417e845f3f5083e19795,0,28258,1,1,8,0.0000,941.0000,0,0.0000,0,1
1789e76814c548a0845717fb366572c0,1,36114,1,1,17,1.0000,775.5294,0,0.0000,819,5
178b62b391b44afcae2bb31010b25c92,0,10184,1,1,0,0.0000,0.0000,0,0.0000,57,6
178bd6d138fe46b39c87eaab98a2ef52,0,34421,1,1,0,0.0000,0.0000,0,0.0000,132,1
17907b8df6b94f84a8c9312258fe585e,0,33958,1,1,0,0.0000,0.0000,0,0.0000,25,1
17915147c4ce45d592744718cd281b19,0,12102,1,1,0,0.0000,0.0000,0,0.0000,0,1
17931d09114940d4a23d7f88af20dd59,0,33950,1,1,1,0.0000,277.0000,0,0.0000,1066,6
17963a6d79d24ebe9278a68ac4410139,0,18676,1,1,0,0.0000,0.0000,0,0.0000,0,1
17965666d41e4c9195dbb4f3c5d793b8,0,8019,1,1,1,0.0000,894.0000,0,0.0000,0,5
179d3a1b6082453eac5d7487584cf40a,0,47982,1,1,0,0.0000,0.0000,0,0.0000,237,13
179fbdcb802a4bf184dfb83ca7dd9d7c,1,32071,1,1,2,0.0000,1363.0000,0,0.0000,128,1
17a179ce48b2406fbd3a11c477dd50d9,0,8474,1,1,0,0.0000,0.0000,0,0.0000,1,1
17a1b9e0f8504333bb2317a343fa7194,0,23403,1,1,0,0.0000,0.0000,0,0.0000,17,1
17a347eab7b54a8087e126f625cdc026,0,14659,1,1,0,0.0000,0.0000,0,0.0000,59,5
17a43c9aa5a24a669743eda41deadc78,0,22155,1,1,9,0.0000,140.8889,0,0.0000,174,6
17a470eb33dc4f0f8abc6aeb4a0dd9dc,0,12359,1,1,0,0.0000,0.0000,0,0.0000,0,3
17a528fcff9b4e64947418e266ab02d5,0,8558,1,1,0,0.0000,0.0000,0,0.0000,2,1
17a547f7f697479c94e492c0b45a0203,0,12896,1,1,1,0.0000,386.0000,0,0.0000,3,1
17a7adcf52334280a43ed3a7dcbba9b6,0,25540,1,1,0,0.0000,0.0000,0,0.0000,82,5
17abfd4c557e4743beb7202c25dcbd7a,0,16252,0,1,0,0.0000,0.0000,0,0.0000,1,1
17aca013f6f44d12bc4d9eef4999d53f,1,18749,1,1,3,0.0000,636.3333,0,0.0000,102,5
17ade1bb68754f6aab807fb7747b3727,0,12874,1,1,0,0.0000,0.0000,0,0.0000,52,1
17aed9018ca84f5fad6c6e5d36f93fcb,0,10772,1,1,2,0.0000,68.0000,0,0.0000,32,7
17b1ca9da2a2439f962250f4d1203704,0,24189,1,1,0,0.0000,0.0000,0,0.0000,89,1
17b428999c254c36a0bc538ddc39e827,0,34386,1,1,0,0.0000,0.0000,0,0.0000,24,1
17b79ab33079400ea0f74298114346c8,1,34682,1,1,0,0.0000,0.0000,0,0.0000,238,1
17b7ee42b0324cc0ae156a03aed02d70,0,11088,1,1,0,0.0000,0.0000,0,0.0000,0,1
17b8852d78c444a38520d2dbb5677dce,0,35456,1,1,0,0.0000,0.0000,0,0.0000,42,1
17ba2a8ec0694ea8913ca0f4b7bdc9d0,0,34397,1,1,0,0.0000,0.0000,0,0.0000,62,3
17c23056c247448e8459363404e93017,0,11789,1,1,0,0.0000,0.0000,0,0.0000,6,1
17c27b5c2a604fe2ba5cec8eb67c5733,0,11216,0,0,0,0.0000,0.0000,0,0.0000,0,0
17c426ca65f74b3d80099b46f76922d7,0,10330,1,1,0,0.0000,0.0000,0,0.0000,3,6
17c476ceb144480b934d538078d8d0de,0,20793,1,1,0,0.0000,0.0000,0,0.0000,0,0
17c49fe1110645f6a2044aef529dec7a,0,32740,1,1,7,0.1429,593.4286,0,0.0000,64,1
17c5c53c380b41e3b4d5de267fa3718c,0,11721,1,1,0,0.0000,0.0000,0,0.0000,0,1
17cb3d3299eb45a78acc8817432043cf,0,34396,1,1,0,0.0000,0.0000,0,0.0000,150,1
17cbd424d5a74944b86f2e52a31bebce,0,33893,1,1,0,0.0000,0.0000,0,0.0000,205,3
17cbdba9c2d543809086d68eee9ec2f5,0,9388,0,0,0,0.0000,0.0000,0,0.0000,24,1
17ce686979394d18a8bf1261ed3ac53b,0,21466,1,1,2,0.0000,605.0000,0,0.0000,189,4
17cf4fae156f48618a032eda1b96c0fc,0,8241,1,1,0,0.0000,0.0000,0,0.0000,0,1
17d0a3424b6848f1b9dfedec3e4cbe42,0,18269,1,1,0,0.0000,0.0000,0,0.0000,1,1
17d1c0e462b64d7ca65a31c2a4158712,0,15053,1,1,1,2.0000,1336.0000,0,0.0000,91,7
17d1c74610e749ee91b7fbd623a204f2,0,23220,1,1,12,0.0000,692.5000,0,0.0000,1,1
17d29bcc383c467894ee5dc059fe9fd7,0,8284,1,1,1,0.0000,1624.0000,0,0.0000,1,1
17d8dfbf66824ca18da450ce7de6f4e8,0,32740,1,1,6,0.5000,285.0000,0,0.0000,54,1
17da438777f249d6a9de35479e2c778d,0,17609,1,1,0,0.0000,0.0000,0,0.0000,4,1
17dcfb5cb394431688220ff1e3c57c8a,0,35657,1,1,0,0.0000,0.0000,0,0.0000,140,2
17e13424e29e4e828bb9ba79e02ef2e1,0,48567,1,1,3,0.3333,1475.3333,0,0.0000,74,42
17e14c7cf8ca4e5391d73f9be80b5623,0,28257,1,1,0,0.0000,0.0000,0,0.0000,141,5
17e608afa58144c89e5e85770ef3c208,0,13351,1,1,0,0.0000,0.0000,0,0.0000,1,1
17ea5a6b05fd4db3ac9cf28c967071cb,1,8234,1,1,2,0.0000,4433.0000,0,0.0000,0,1
17eccfa4727c4455b9e511ef9aa46881,0,9486,1,1,0,0.0000,0.0000,0,0.0000,0,1
17f1159c847d428b80abc9d1099ee784,0,68714,0,0,0,0.0000,0.0000,0,0.0000,0,0
17f33f5bb1b04ef08027b69cabd1c7c1,0,11211,1,1,0,0.0000,0.0000,0,0.0000,2,1
17f3979e85604d14acc5cec635adcefd,0,49016,1,1,3,0.3333,597.0000,0,0.0000,457,15
17f92797ac634ca9aad708ca6f62ca48,0,33772,1,1,1,1.0000,259.0000,0,0.0000,161,5
17fa337586fa44249ed1eefcded25e54,0,32026,1,1,0,0.0000,0.0000,0,0.0000,5,1
17fee61de08e47d087cd5600efc05e15,0,45335,1,1,0,0.0000,0.0000,0,0.0000,8,1
1802f6aceef94854b5f891872440eada,1,10386,1,1,0,0.0000,0.0000,0,0.0000,3,2
1803183210fc4595b697bf3aafc8fba9,0,15576,1,1,0,0.0000,0.0000,0,0.0000,25,9
18063601c0cd4f67b3322e080c1c53d8,0,14429,1,1,0,0.0000,0.0000,0,0.0000,8,4
1806af6b93c74d159c7aad68c6e7a35e,0,33356,1,1,7,0.7143,1663.5714,0,0.0000,53,1
1807759d52cd4dffa790fc1188f38198,0,17979,1,1,0,0.0000,0.0000,0,0.0000,40,2
1807f2bcb97042d0b108b5f6950574c7,0,23397,1,1,0,0.0000,0.0000,0,0.0000,3,1
180a00a269c7476095938fa1d59f9b34,0,23843,1,1,0,0.0000,0.0000,0,0.0000,0,1
180a2fb8a7d0418abb575796ecc56e1e,1,30677,1,1,0,0.0000,0.0000,0,0.0000,27,4
180b25fb34544fcd8def0b839c6ed2bc,0,10826,1,1,0,0.0000,0.0000,0,0.0000,3,1
180c812cceaf49c9ba0e951df1959b81,0,13203,1,1,0,0.0000,0.0000,0,0.0000,5,1
180c99cc4a304b5ba53b0a67c6742b3b,0,13378,1,1,0,0.0000,0.0000,0,0.0000,32,6
180eb75d82ce4b4ba242964a77159f9c,1,14315,1,1,7,0.1429,416.7143,0,0.0000,35,4
180fd080660449da8cdb139f033ec4e8,0,37110,1,1,3,0.0000,712.0000,0,0.0000,30,1
18114964cb0e4611938b9d4459bc7577,0,23287,1,1,0,0.0000,0.0000,0,0.0000,12,8
1812e1498d1842a0a82962cde13339fc,0,9555,1,1,0,0.0000,0.0000,0,0.0000,0,0
181336295202430697542943331751b8,0,31551,1,1,1,0.0000,617.0000,0,0.0000,75,2
181821e343ca4d999e40a6c4e7c9dae5,0,8259,1,1,0,0.0000,0.0000,0,0.0000,0,1
18186d585a4341fd9a489580e302a292,0,23882,1,1,0,0.0000,0.0000,0,0.0000,0,1
181a2972468143b18394a9adab483e1e,0,16148,1,1,0,0.0000,0.0000,0,0.0000,90,1
181a9d48209640bd980073861a7e4d66,0,12051,1,1,1,0.0000,137.0000,0,0.0000,1,1
181ab6ea9f9846bfb5002d7802d64ce0,0,32886,1,1,8,0.2500,606.6250,0,0.0000,0,0
181bb831c1044c789550d4e867f90685,0,25638,1,1,3,1.3333,2229.0000,0,0.0000,8,1
181c0b34cefc459e922d9abc71c1f33d,0,25401,1,1,0,0.0000,0.0000,0,0.0000,9,2
181c0eabe13f4c07ba85c19bff547164,0,24976,1,1,1,0.0000,450.0000,0,0.0000,1,2
1821c09060544f80bc95ca91088010f4,0,23711,1,1,0,0.0000,0.0000,0,0.0000,2,1
1822cabaa59c4034a18f0aeb08e30b40,1,10294,1,1,1,0.0000,4983.0000,0,0.0000,45,18
18237fb03c8d4d368085a5dd67c5307e,0,54309,1,1,40,1.2750,519.8750,0,0.0000,833,21
182415e2254640e5bd2f03ce7186fe0c,0,12440,0,1,0,0.0000,0.0000,0,0.0000,16,3
1826872d46594368a679963ed320ca8e,0,11357,1,1,0,0.0000,0.0000,0,0.0000,2,1
18285940287f41609bc5b319b2af476d,0,17849,1,1,1,1.0000,104.0000,0,0.0000,2,1
18298d2f3f9545c3867b26bdf22c9886,0,31118,1,1,1,1.0000,864.0000,0,0.0000,6,1
182ac4f1666948f7a9dd4a39da6ace34,0,16298,0,1,0,0.0000,0.0000,0,0.0000,0,1
182bb78457aa42d39321762b961a9bfa,0,15625,1,1,0,0.0000,0.0000,0,0.0000,0,1
182bc227e25949a09a6eed7c8c768913,0,20146,1,1,0,0.0000,0.0000,0,0.0000,86,1
182debe23a394676bc8c06ce236cb66c,0,18126,1,1,1,0.0000,245.0000,0,0.0000,98,3
18306ee2a278490fa23fab1dc37a0a41,0,19772,1,1,0,0.0000,0.0000,0,0.0000,124,1
183321ad8ec343a9a77adabb20228e82,0,9559,1,1,0,0.0000,0.0000,0,0.0000,0,1
1833e8f9b5e34a84ad9998508712854b,0,15114,1,1,3,0.6667,653.0000,0,0.0000,34,9
1837249ae91a419cb17add5d72566d7e,1,18751,1,1,1,0.0000,831.0000,0,0.0000,1,4
1837dad0ada842afba6ad5185645bdaa,1,17813,1,0,1,0.0000,686.0000,0,0.0000,263,6
18399c01d7a84a059d3c1b236a222ade,0,29861,1,1,0,0.0000,0.0000,0,0.0000,7,2
183e5ef0539d4f67bc19e03e991ea5f7,0,12241,1,1,1,0.0000,50.0000,0,0.0000,1,1
184094c4fc6645f6ae75aba7f126ab85,0,15918,1,1,0,0.0000,0.0000,0,0.0000,12,1
1841ba1bc11942f4aeda86f9fa884529,0,9220,1,0,0,0.0000,0.0000,0,0.0000,0,0
184234bf839d4c93b35662108b2742f9,0,29958,1,1,0,0.0000,0.0000,0,0.0000,192,8
1843ca96959a4f15b00dbeb73e604e9b,0,8888,1,1,0,0.0000,0.0000,0,0.0000,0,0
18475363b3174ff0b6e7fa8d697c952d,0,8240,0,1,0,0.0000,0.0000,0,0.0000,0,1
1848e8b76c6b4170bcecdba193948218,0,19975,1,1,0,0.0000,0.0000,0,0.0000,3,4
184bd38349804a0facdbdfa74326657c,0,18750,1,1,1,0.0000,327.0000,0,0.0000,4,1
184ce2d2d87c44c68a72c08499ffe4a7,0,17281,1,1,0,0.0000,0.0000,0,0.0000,73,1
184d3b242456470286b65f3af1bf7b01,0,8071,1,1,0,0.0000,0.0000,0,0.0000,0,0
185215eaca0c4a1790c17e3e7b6ab5db,0,23402,1,1,2,0.0000,2413.0000,0,0.0000,12,1
1852d865b54343dba5a856cd9a14ee2b,0,28231,0,1,1,0.0000,139.0000,0,0.0000,130,3
18549bcd56a1478fbf96fff78b068a56,0,8506,1,1,0,0.0000,0.0000,0,0.0000,0,1
185774141a924b759489052857185176,0,31879,1,1,0,0.0000,0.0000,0,0.0000,7,2
1859f5836fa64ad888cb30a988ea5c4f,0,24724,1,1,1,1.0000,723.0000,0,0.0000,125,3
185d54ab81524e8f950d15ed2ef71ee7,0,17766,1,1,0,0.0000,0.0000,0,0.0000,2,3
185ffbcdb63f4e0eb7fe8c687ec5b5c4,1,28256,1,1,7,0.4286,1123.2857,0,0.0000,533,11
1860bb9568e4495b9505c7819e7dda1e,0,10132,1,1,0,0.0000,0.0000,0,0.0000,43,5
186324185d0c45b4b5f849695c0a8fc2,0,23398,1,1,1,0.0000,116.0000,0,0.0000,65,1
18661fec0daf404e80b7e63b27ca1a78,0,10916,1,1,0,0.0000,0.0000,0,0.0000,6,1
18674e71311e45f3a9b08a3377f6c7e8,0,9837,1,0,1,0.0000,153.0000,0,0.0000,1,1
186cab7399db4cf2909e680fcd99f592,0,49589,1,1,1,1.0000,1218.0000,0,0.0000,165,6
186e41b5a0474df5962458fea4fe11d4,0,33397,1,1,0,0.0000,0.0000,0,0.0000,102,2
18739df911c14b06b1e1b6b6d8c4493b,0,29279,1,1,10,0.2000,666.3000,0,0.0000,123,2
1876b9abf2954c349fb2a7ad38f2844e,0,18343,0,1,0,0.0000,0.0000,0,0.0000,0,1
18770c021ef64b488ccb8b25a6e430b1,0,29597,1,1,20,0.2000,555.5000,0,0.0000,19,1
1877522d4d804090a2e098ac4c6fc549,0,24841,1,1,0,0.0000,0.0000,0,0.0000,6,1
18792df45d194201a4f58b06b3e7d220,0,23212,1,1,4,0.0000,1363.7500,0,0.0000,76,16
187be289f234468f9f3bc296dfb91011,0,56478,1,1,0,0.0000,0.0000,0,0.0000,277,10
187f5a5f0036408484a52258a5045e03,0,8472,1,1,0,0.0000,0.0000,0,0.0000,7,4
18811f1739314489b7fb3e5c0311829c,0,21693,1,1,0,0.0000,0.0000,0,0.0000,0,1
18833a1eb0f645fd92b711e562a4e7bc,0,47451,1,1,0,0.0000,0.0000,0,0.0000,118,44
1884666ded244dad80e1c0c9a35751b6,0,8326,1,1,2,1.0000,593.0000,0,0.0000,7,4
1886f1f7646d4d34ade72e9b0e6c94a0,0,12195,1,1,0,0.0000,0.0000,0,0.0000,47,1
188914d367db4fd8a637e77c319c640f,0,11426,1,1,10,0.0000,926.8000,0,0.0000,60,2
1889a7f9615c4b89a5dc8e1c316bf1ba,0,9962,1,1,0,0.0000,0.0000,0,0.0000,0,1
188f15d02aa8466e852e6556c267dff1,0,8237,1,1,0,0.0000,0.0000,0,0.0000,0,1
18911659288c4c28b37b83d9c171251d,0,10787,1,1,0,0.0000,0.0000,0,0.0000,38,1
18927617cf7a4a0b9938f7ab226affd7,0,15786,1,1,0,0.0000,0.0000,0,0.0000,194,8
1892fcbf373641bba3161103012f9b12,0,22124,1,1,1,0.0000,130.0000,0,0.0000,5,1
18930eedffa445f1aabf2abc81a91c91,0,49872,1,1,0,0.0000,0.0000,0,0.0000,1153,29
189478cb620e4aa3b829f5a35de5e290,0,51339,1,1,5,0.4000,675.8000,0,0.0000,372,51
18954eaec08e4df1ac2073e7445156ba,0,16050,1,1,0,0.0000,0.0000,0,0.0000,0,1
18967338a63f48d880627ffba9d9f3ad,0,17829,1,1,0,0.0000,0.0000,0,0.0000,5,1
189899a38539480290b06b234cbb9136,0,16848,1,1,5,0.2000,677.0000,0,0.0000,113,2
18997901ebc34bc7b24aa9dd9f54ebab,0,30845,1,1,0,0.0000,0.0000,0,0.0000,21,6
189a4ae2494e4f6d8278342c46b2ad16,0,27686,1,1,2,1.0000,642.5000,0,0.0000,0,1
18a37afbe779481c9a5ccb5c98b12a97,0,25521,1,1,2,0.0000,1155.5000,0,0.0000,222,3
18a91ef8e6c843e79c331fcc95ac4e98,0,16249,1,1,2,0.0000,1820.0000,0,0.0000,110,9
18abadcfbce04672844090e02098c38b,0,33358,1,1,1,0.0000,719.0000,0,0.0000,39,1
18aed26b3e70493384635ea51b661716,0,17807,1,0,3,0.0000,588.0000,0,0.0000,0,0
18afe02c588e4e32a68c9c430c48097c,0,31780,1,1,0,0.0000,0.0000,0,0.0000,168,1
18b236e88d8c44d2a9ea05dc8a7ffcbe,0,30701,1,1,0,0.0000,0.0000,0,0.0000,689,11
18b855bec8a54a8eb15e93d2c77f789b,0,9553,1,1,0,0.0000,0.0000,0,0.0000,1,6
18bfb0ff167c42fe89cdbb898eac6154,0,12530,1,1,0,0.0000,0.0000,0,0.0000,2,2
18c838558df141e1a506f95da0fbbdee,1,21789,1,1,10,0.5000,766.5000,0,0.0000,401,2
18cafcbfa2144394a6ab3d9d09f53ccc,1,9894,1,1,1,0.0000,6112.0000,0,0.0000,10,5
18cfbefd71c5405386fbfd35530f431f,0,8158,1,1,0,0.0000,0.0000,0,0.0000,2,1
18cfd420afd746e7b33066c31996a2eb,0,23331,1,1,1,0.0000,453.0000,0,0.0000,4,1
18d47672fa2843139ce132cac0f23cf0,0,32093,1,0,0,0.0000,0.0000,0,0.0000,0,0
18d64edfd7b04075889c8157486e0702,0,13425,1,1,0,0.0000,0.0000,0,0.0000,52,1
18d9a397806644a4b60366dc6fb8e494,0,15556,1,1,1,0.0000,712.0000,0,0.0000,168,4
18db05193b554761a5fec292e8cc5007,0,19978,1,1,0,0.0000,0.0000,0,0.0000,22,1
18dff5ea8905498d95cb9cb41756cd5c,0,17642,1,1,1,0.0000,939.0000,0,0.0000,48,1
18e2185aab1040f7a19ac18d9fe4bd70,0,15893,1,1,0,0.0000,0.0000,0,0.0000,137,5
18e33c57a6a24f08af06df8d02ac4a9b,0,15313,1,1,1,0.0000,917.0000,0,0.0000,1,8
18e6c5485c3f454dab2bc8e1cecb5afe,1,14507,1,1,0,0.0000,0.0000,0,0.0000,177,5
18e6d255ba3042249a5d9e6bb2cd7d74,0,24219,1,1,0,0.0000,0.0000,0,0.0000,135,2
18e8245100ca419794f6aef3da63174c,1,36558,1,1,0,0.0000,0.0000,0,0.0000,412,1
18e8dc52ea6b4f88a365ab9eabfc4e60,0,21018,1,1,0,0.0000,0.0000,0,0.0000,13,3
18eaf5fed09147088677b4d7fea14b91,0,32045,1,1,2,0.0000,475.0000,0,0.0000,11,1
18ef8efb2e094637a2c58f69645c5a39,0,33955,1,1,0,0.0000,0.0000,0,0.0000,1,1
18f38b5cf7324fa08b7d460bc092f905,1,34440,1,1,2,1.0000,987.5000,0,0.0000,441,2
18fa1bd19d75431e94e4381c64227156,0,13709,1,0,0,0.0000,0.0000,0,0.0000,20,7
1907f09434264bbd9df208088b126add,0,20504,1,1,0,0.0000,0.0000,0,0.0000,1,1
190a9659f18d42f5b76617f812bfb063,0,16109,1,1,0,0.0000,0.0000,0,0.0000,0,1
190b63d48ed141b7beeeb47a2aec6a9f,0,33774,1,1,0,0.0000,0.0000,0,0.0000,1,1
190bebebf83e4902af553a509ffc977e,0,34212,1,1,0,0.0000,0.0000,0,0.0000,169,1
190edfdea5d14dea9463802453782419,0,31881,1,1,7,0.2857,422.0000,0,0.0000,169,4
1916b3ce6840441aac79ae230b4b08cf,0,15048,1,1,0,0.0000,0.0000,0,0.0000,0,1
19174568c9414655bc60945b7e749f3a,0,48847,1,1,0,0.0000,0.0000,0,0.0000,31,31
19177240c93c4ec1a423363aa55b6ab1,1,9866,1,1,2,0.0000,837.0000,0,0.0000,11,7
19186b2628294c6c96b20703c60f138c,0,16813,1,1,3,0.0000,329.0000,0,0.0000,0,0
1919a81de8f04b089d8fbf3cd7316cc5,0,8210,1,1,0,0.0000,0.0000,0,0.0000,2,1
191a560c97e342459c63a1b9280f19bc,0,32972,1,1,0,0.0000,0.0000,0,0.0000,9,1
191be18f90764d92a5722dcda92bfac4,0,14810,1,1,0,0.0000,0.0000,0,0.0000,0,3
1920df1bf7e648e29f7533b298980523,0,56742,1,1,0,0.0000,0.0000,0,0.0000,98,22
1921b12b66144ac69cba4d7d2e121821,0,13150,1,1,0,0.0000,0.0000,0,0.0000,5,1
1923ca535f1b442295310ae4bb747830,0,19269,1,1,1,0.0000,1369.0000,0,0.0000,2,2
1923d66cd8204a18bf625fd8e3fe7418,0,15250,1,1,0,0.0000,0.0000,0,0.0000,1,4
1927a123114b43049399e0dcde8b054b,0,19263,1,1,0,0.0000,0.0000,0,0.0000,4,1
1935f1d91668422f9f54e149acff873c,0,29933,1,1,1,0.0000,933.0000,0,0.0000,23,6
193855220e41415abfb2e0fa9b0e1b49,0,34458,1,1,3,0.3333,659.6667,0,0.0000,128,7
193a0a2706f4409a860c9473720cfaf4,0,11598,1,1,1,0.0000,729.0000,0,0.0000,0,1
193c0d6ae79145afbad3cc3199746f84,1,32763,1,1,2,1.0000,1684.5000,0,0.0000,163,7
193c1673791b4d91b72dfe627e581ebe,1,22115,1,1,7,0.0000,1072.8571,0,0.0000,127,1
193d5092341841b289faac79a1879215,0,32849,1,1,0,0.0000,0.0000,0,0.0000,32,1
193deb5b332744cfb1fe0dcdbb23694d,0,22971,1,1,1,0.0000,288.0000,0,0.0000,41,2
19423512b1814c8cb4c41d6d8676d17e,0,15751,1,1,0,0.0000,0.0000,0,0.0000,0,1
19446f279bc7490da939856778d73869,0,22656,1,1,0,0.0000,0.0000,0,0.0000,16,1
1944a9ee57154bc38f9efac7d2c00f58,0,19083,1,1,10,0.1000,176.9000,0,0.0000,375,35
19451d58be4347468663d224f71e5e5b,1,29599,1,1,1,1.0000,353.0000,0,0.0000,658,7
194db337727941989b01a45dfa01dc15,0,8235,1,1,0,0.0000,0.0000,0,0.0000,0,1
19511822dd9a41429860d452a3b5d4d3,0,13352,1,1,2,0.0000,535.5000,0,0.0000,5,1
1952601252064bf0b4dd3bc7493b9c9a,0,17616,1,1,0,0.0000,0.0000,0,0.0000,17,1
1953aa38b684485ea82121474fd07db5,0,23713,1,1,1,0.0000,1089.0000,0,0.0000,4,7
1953dd14355a40d39a17fea6d1de71f4,0,32094,1,1,1,0.0000,690.0000,0,0.0000,1,6
1955046e61ac476aa2a8691b1549abdb,0,19010,1,1,2,0.0000,995.5000,0,0.0000,6,1
1957d246bb49443ab1daeaf42ca20c49,0,13448,1,1,3,0.3333,1460.3333,0,0.0000,146,21
195abf3cd7cf434fab9cd28e0f47024c,0,14264,1,1,3,0.6667,527.6667,0,0.0000,85,6
